Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close
Sectors,S&P 500,Technology,Financials,Healthcare,Consumer Discretionary,Energy,Utilities,Materials,Real Estate,Communication Services,Industrials,Infrastructure
Date,,,,,,,,,,,,
2022/1/3,4796.560059,170.844635,37.2742691,132.4281158,204.4371185,50.83995819,64.08312225,83.67572021,45.97311401,75.69979095,99.55394745,99.55394745
2022/1/4,4793.540039,169.0342102,38.25492477,130.6806335,203.1928253,52.59919357,63.88420105,84.70495605,45.79398727,75.53527069,101.5556488,101.5556488
2022/1/5,4700.580078,163.8364258,37.81173706,129.7499084,197.7103271,52.59030151,63.84802246,84.69558716,44.30722427,73.63841248,100.5879745,100.5879745
2022/1/6,4696.049805,163.0090637,38.36807251,128.2493439,197.1951294,53.76312256,63.18793106,83.6289444,44.3609581,73.96746063,101.0528412,101.0528412
2022/1/7,4677.029785,161.5101013,38.82067871,127.5940781,193.9095154,54.50057983,63.66717529,83.55410004,44.12809753,73.97712708,101.0243683,101.0243683
2022/1/10,4670.290039,161.5393066,38.68866348,128.9046783,192.7236176,54.33176804,63.25120544,82.70265198,43.86836243,73.51260376,99.8859787,99.8859787
2022/1/11,4713.069824,163.4762726,39.02813339,129.9303436,194.5802765,56.17985153,62.68155289,83.61023712,43.79671097,74.43200684,100.4836426,100.4836426
2022/1/12,4726.350098,164.2452393,39.05641937,129.559967,195.8634186,56.28645706,62.88048553,84.45233154,43.91314316,74.52877045,100.8061905,100.8061905
2022/1/13,4659.029785,159.9916229,38.90554428,127.5465927,191.9265137,56.00214005,63.18793106,83.79736328,43.76088715,73.75455475,101.0243683,101.0243683
2022/1/14,4662.850098,161.3446045,38.50008774,127.3281021,191.0321808,57.3171196,62.75389862,83.08627319,43.25037003,74.09326935,100.4172287,100.4172287
2022/1/18,4577.109863,157.4706573,37.64201355,125.5426636,187.4160767,57.54812622,62.0033989,81.99156189,42.9548111,73.1932373,99.25983429,99.25983429
2022/1/19,4532.759766,155.2708588,37.01024628,125.0298386,184.0332947,57.13053894,62.28368759,81.78572083,42.39951324,73.06742096,98.14989471,98.14989471
2022/1/20,4482.72998,153.2657318,36.77450943,124.2130737,180.6796112,56.60632324,62.36508179,80.59741974,42.02334976,72.34158325,96.89764404,96.89764404
2022/1/21,4397.939941,150.2190704,36.02016449,122.9594345,175.3817749,55.48681641,62.24752426,78.63253784,41.99648285,69.89311218,96.00588989,96.00588989
2022/1/24,4410.129883,150.9977722,36.12388611,122.5510712,177.4912109,55.85998917,61.65073395,78.67931366,42.08604431,70.40604401,96.55612946,96.55612946
2022/1/25,4356.450195,147.503418,36.2747612,121.7628174,174.4874573,58.02792358,60.68320084,77.96823883,41.96960449,68.96403503,95.60744476,95.60744476
2022/1/26,4349.930176,148.3696747,36.36904907,121.126503,173.6417694,57.93018723,60.18585968,77.15422058,41.27100754,67.95755768,94.77262878,94.77262878
2022/1/27,4326.509766,147.3476715,36.03901672,121.4399109,169.4326935,58.56101608,60.7193718,77.4161911,40.52762985,68.03496552,93.92829132,93.92829132
2022/1/28,4431.850098,153.7913208,36.51049042,123.9186707,173.1265564,58.31224442,61.45179749,77.86529541,41.9337883,69.98020935,94.58287811,94.58287811
2022/1/31,4515.549805,157.6555634,36.83109665,124.630928,179.7852936,58.56990051,62.61826324,79.01616669,42.39951324,71.56738281,95.56949615,95.56949615
2022/2/1,4546.540039,158.0643768,37.34026718,124.963356,180.8740234,60.65787506,61.78638077,80.23251343,42.11291122,72.18673706,96.88814545,96.88814545
2022/2/2,4589.379883,159.3492126,37.59486389,126.6443558,179.7949829,60.85336304,62.69965363,80.48513794,42.83838272,73.62873077,97.56171417,97.56171417
2022/2/3,4477.439941,154.7257996,37.1799736,126.1029892,174.293045,60.2758255,62.41932297,79.08164978,42.39951324,68.7027359,96.00588989,96.00588989
2022/2/4,4500.529785,155.3486786,37.81173706,125.6471176,179.2506256,61.21763229,61.92199707,77.77174377,41.81734467,68.87693024,94.9718399,94.9718399
2022/2/7,4483.870117,154.3169403,37.92489243,125.4287186,178.8812408,61.99950409,61.83158112,77.38811493,41.82631302,67.67688751,95.04772949,95.04772949
2022/2/8,4521.540039,156.2247314,38.45293808,126.454422,181.3989563,60.66675186,61.87678909,78.58576202,41.45013428,67.6478653,95.99640656,95.99640656
2022/2/9,4587.180176,159.6898651,38.69809723,127.4325943,183.7999573,61.17321014,62.14806366,80.29801941,42.4532547,69.55438995,97.31507111,97.31507111
2022/2/10,4504.080078,155.5141449,38.35865021,125.4382095,180.6309967,60.79115295,60.57469177,79.83018494,41.24414444,68.55755615,95.72129822,95.72129822
2022/2/11,4418.640137,150.7641449,37.82117462,123.7002487,175.440094,62.5592804,60.61085892,78.59511566,40.67988586,67.07685089,94.26033783,94.26033783
2022/2/14,4401.669922,150.7154846,37.3968544,122.4371109,176.44133,61.08436966,60.09543991,77.94950867,40.24102783,67.08654785,93.9093399,93.9093399
2022/2/15,4471.069824,154.677063,37.90604401,123.8141785,180.38797,60.44465256,59.81513596,79.38106537,40.43806458,68.02529907,95.32286072,95.32286072
2022/2/16,4475.009766,154.5213623,37.93431854,124.0041504,180.9031677,60.93331909,59.95077515,79.96118164,40.54553986,67.55107117,95.82564545,95.82564545
2022/2/17,4380.259766,149.8978577,36.9913826,122.0097351,176.0622253,60.83557892,59.98692703,78.59511566,40.19624329,65.75101471,94.07059479,94.07059479
2022/2/18,4348.870117,148.379425,36.9819603,121.0979996,174.973526,60.46240616,59.87842941,78.46412659,40.01712036,65.23808289,93.2926712,93.2926712
2022/2/22,4304.759766,147.007019,36.79337692,120.7941055,169.8701324,59.48505402,59.81513596,77.35070038,39.90964508,64.57032013,92.39144135,92.39144135
2022/2/23,4225.5,143.327652,36.15216827,120.1862869,164.1931763,60.09812927,58.80238342,76.35889435,39.39016724,63.48640442,90.69329834,90.69329834
2022/2/24,4288.700195,148.2236938,35.71842957,120.6706467,167.9454041,59.6272316,59.27260208,76.13433838,40.070858,65.26712036,91.85070801,91.85070801
2022/2/25,4384.649902,150.2385559,36.86880493,124.3650055,171.2698975,61.19987106,61.108181,78.9132309,41.07397461,66.32200623,94.04214478,94.04214478
2022/2/28,4373.939941,149.9660339,36.32189941,123.4248199,172.475296,62.71032333,61.42467499,78.01502228,40.36641312,66.24456787,94.76313019,94.76313019
2022/3/1,4306.259766,146.9680481,34.98293686,122.7410278,169.8603821,63.34115601,60.89117432,76.21855164,40.28580856,65.41227722,93.34960938,93.34960938
2022/3/2,4386.540039,150.1509399,35.88814926,124.5929489,173.4279175,64.78939819,61.63264847,77.89337158,41.00231552,65.97360229,95.34181976,95.34181976
2022/3/3,4363.490234,148.3599548,35.77499771,125.2292938,169.5007324,64.96710968,62.71771622,77.98693848,41.45013428,65.28646851,95.44616699,95.44616699
2022/3/4,4328.870117,145.7610626,35.10551834,125.8560867,166.8081055,66.84183502,64.10120392,77.71559906,41.79943466,64.34772491,95.2374649,95.2374649
2022/3/7,4201.089844,140.427063,33.82312012,123.6622467,158.6329193,67.82807159,64.93310547,75.0209198,41.03814316,62.20892715,92.68552399,92.68552399
2022/3/8,4170.700195,139.7457275,33.625103,121.1360016,158.9634399,68.89427185,63.92938995,74.63728333,40.67093277,62.05408859,92.11631012,92.11631012
2022/3/9,4277.879883,145.2743988,34.86034775,123.4248199,164.0765686,66.78853607,63.47727585,76.94836426,41.35161209,63.91222382,93.78600311,93.78600311
2022/3/10,4259.52002,142.7338867,34.56803513,123.3773499,165.2430267,68.83207703,63.90227127,77.15422058,41.49491882,63.43800735,93.66265869,93.66265869
2022/3/11,4204.310059,140.2226257,34.32288742,122.4561005,162.0643463,68.28120422,63.68525314,76.58345795,41.08292007,62.29602814,92.91321564,92.91321564
2022/3/14,4173.109863,137.6237946,34.75662994,123.320343,159.3619843,66.23766327,63.61292267,76.47118378,40.83214951,61.57020187,93.22628021,93.22628021
2022/3/15,4262.450195,142.2472229,35.24695969,125.7801132,164.6986847,63.81205368,64.42674255,77.35070038,41.15457535,62.75088882,94.70620728,94.70620728
2022/3/16,4357.859863,146.8707123,36.23704529,127.2901382,170.317276,63.51885223,64.30918884,78.56704712,41.61135101,64.48322296,95.95845795,95.95845795
2022/3/17,4411.669922,147.9122467,36.68964386,129.3035278,173.1557617,65.70455933,64.58045959,80.07347107,42.20247269,65.18000793,97.19172668,97.19172668
2022/3/18,4463.120117,150.9393768,36.77450943,130.1013031,176.8010254,65.64237213,64.02886963,80.55999756,42.30099487,66.03164673,97.56171417,97.56171417
2022/3/21,4461.180176,150.6526947,36.73854446,130.0022278,175.3202362,68.28851318,64.45670319,81.22962189,42.08390808,65.41361237,97.78158569,97.78158569
2022/3/22,4511.609863,152.8175049,37.33490753,130.0308228,179.6720734,67.78618622,64.54772949,81.67105103,42.11093521,66.63611603,98.31462097,98.31462097
2022/3/23,4456.240234,150.467392,36.64387894,127.6967468,177.4425964,68.9522934,64.6387558,81.29535675,41.63352203,65.72407532,97.37229919,97.37229919
2022/3/24,4520.160156,154.3777924,36.93733597,129.2210236,178.8250427,69.12271881,65.3032608,82.92954254,41.95780563,66.80107117,98.11473846,98.11473846
2022/3/25,4543.060059,154.2900391,37.41064453,129.8211975,178.5135193,70.63865662,66.24994659,83.85932922,42.45322037,67.1212616,98.72390747,98.72390747
2022/3/28,4575.52002,156.1233368,37.30650711,130.7643738,183.2742615,68.88948822,66.67776489,83.48365784,42.99368668,67.33468628,98.75245667,98.75245667
2022/3/29,4631.600098,159.4389038,37.391716,131.5360413,186.4675903,68.71009827,67.29676819,84.18804169,44.25476456,68.50868988,99.66622162,99.66622162
2022/3/30,4602.450195,157.3130188,37.12665558,131.7932434,183.6344757,69.50843811,67.85202026,83.90628815,44.01154709,68.02355957,99.55199432,99.55199432
2022/3/31,4530.410156,154.9823914,36.27469635,130.5071411,180.1101837,68.56656647,67.77919769,82.7886734,43.52513885,66.73314667,98.01954651,98.01954651
2022/4/1,4545.859863,154.5240936,36.18003082,131.5360413,180.3341064,69.12271881,68.72588348,83.66210938,44.38987732,67.22797394,97.25807953,97.25807953
2022/4/4,4582.640137,157.4592896,36.01910019,130.4404449,184.38414,69.2124176,68.19792175,83.68088531,44.25476456,69.08111572,97.13433838,97.13433838
2022/4/5,4525.120117,154.1437683,35.79191589,130.7167206,180.0615082,68.12705994,68.62576294,83.01407623,44.29078293,68.19821167,95.75419617,95.75419617
2022/4/6,4481.149902,150.4966431,35.54579544,132.7078094,175.4662628,68.53068542,69.99117279,82.0561142,44.94836044,66.92718506,95.0117569,95.0117569
2022/4/7,4500.209961,150.7307281,35.50792694,135.2610016,176.3619232,69.42768097,69.8182373,82.59144592,44.57904053,66.34503937,95.33538055,95.33538055
2022/4/8,4488.279785,148.6243439,35.86764526,136.0707703,174.7360687,71.33831024,70.05490875,83.09860229,44.74117279,66.05397797,94.80235291,94.80235291
2022/4/11,4412.529785,144.8797455,35.70671844,133.3651428,171.4940948,69.19448853,69.09909058,82.68535614,44.12865067,65.20018005,94.49776459,94.49776459
2022/4/12,4397.450195,144.2361298,35.31859589,132.0695343,171.8737946,70.34263611,69.36308289,82.70414734,43.9935379,64.66654968,94.34549713,94.34549713
2022/4/13,4446.589844,146.5569916,35.31859589,132.7173309,176.1477509,71.39212036,69.22654724,83.92507172,44.17369461,65.61736298,95.23068237,95.23068237
2022/4/14,4392.589844,142.9976349,34.92101288,132.0790558,173.6846161,71.62533569,69.26294708,83.64332581,43.92147446,64.50158691,95.12598419,95.12598419
2022/4/18,4391.689941,143.4657288,35.12927628,130.62146,174.2103424,72.67484283,68.88973236,83.71846008,43.8133812,64.28814697,94.79282379,94.79282379
2022/4/19,4462.209961,146.1571655,35.61205673,131.8694611,179.2631836,72.08280945,69.33577728,84.50737,44.73217392,65.56885529,96.51566315,96.51566315
2022/4/20,4459.450195,146.0206757,35.858181,133.6414337,176.9558105,72.36087799,69.90014648,85.04269409,45.57888412,62.72605896,97.03916168,97.03916168
2022/4/21,4393.660156,143.5437469,35.29020691,132.1648102,175.2423401,70.0645752,68.74409485,83.65271759,45.28163528,60.94081497,96.049263,96.049263
2022/4/22,4271.779785,139.5260925,34.23944473,127.3442459,171.1728058,68.35128021,67.58804321,80.52524567,44.47094345,59.49515533,93.6887207,93.6887207
2022/4/25,4296.120117,141.6226959,34.29624939,128.2016907,172.4092255,66.09087372,67.12380219,80.29985046,44.26376343,60.31015396,93.6887207,93.6887207
2022/4/26,4175.200195,136.3470459,33.43481827,125.9438248,163.6860809,66.18057251,66.45021057,79.06012726,43.57017517,58.33086014,91.64227295,91.64227295
2022/4/27,4183.959961,138.3656616,33.40642548,125.6675339,163.7055206,67.14931488,66.13160706,80.22471619,43.30895615,57.03073883,91.9849472,91.9849472
2022/4/28,4287.5,143.9045563,33.83240509,127.4014053,167.0643768,69.18550873,66.868927,81.49259949,44.10163116,59.31081009,93.02243805,93.02243805
2022/4/29,4131.930176,137.9073181,32.66804886,124.1242065,158.5748291,67.40945435,64.86630249,79.85842133,41.97581863,57.30241776,90.55719757,90.55719757
2022/5/2,4155.379883,140.0039368,32.67751694,123.3525543,160.8919525,68.48584747,64.20182037,79.61422729,40.88588333,58.88389587,90.74754333,90.74754333
2022/5/3,4175.47998,140.2476959,33.10349655,123.7431335,160.4927826,70.40544128,64.44758606,80.50646973,41.38130188,59.03914261,91.34721375,91.34721375
2022/5/4,4300.169922,145.172287,34.11638641,126.4868469,165.204834,73.32965088,65.88581848,83.11738586,41.86772156,61.06693649,93.99330139,93.99330139
2022/5/5,4146.870117,138.1901245,33.12242508,124.0289688,155.9462128,72.22633362,65.2122345,80.54402924,40.79580688,58.815979,91.53757477,91.53757477
2022/5/6,4123.339844,137.0784607,32.88577652,123.6383286,153.9698792,74.3791275,65.7310791,79.38883972,40.38145828,57.60317993,90.91887665,90.91887665
2022/5/9,3991.23999,131.7735443,32.10007858,120.437355,147.4080048,68.22571564,65.23952484,76.88124847,38.49884796,56.10900879,88.72016907,88.72016907
2022/5/10,4001.050049,133.7823639,31.81608963,120.8660736,146.9698944,68.84464264,64.44758606,76.40223694,37.64312363,56.36127472,88.13954926,88.13954926
2022/5/11,3935.179932,129.5599365,31.5226326,120.0657959,141.7029114,69.76856232,64.91184235,76.43981934,37.58907318,55.34252548,87.34001923,87.34001923
2022/5/12,3930.080078,128.2239685,31.28597832,121.2280655,142.6764832,70.0645752,64.25642395,76.29893494,37.86830902,55.94406509,87.5018158,87.5018158
2022/5/13,4023.889893,132.4854279,31.74035454,122.5141907,148.2939758,72.45954895,65.02107239,77.47290039,38.81411743,57.25389099,88.61547089,88.61547089
2022/5/16,4008.01001,131.3152313,31.47530174,123.4192276,145.0909271,74.37017059,65.22132111,77.33203125,38.49884796,56.88520432,88.49172974,88.49172974
2022/5/17,4088.850098,135.1183472,32.3177948,125.1149979,148.7515106,75.2312851,65.89492798,79.52031708,38.91320038,58.12711334,90.50008392,90.50008392
2022/5/18,3923.679932,128.9358368,31.42796707,121.8854294,139.0255737,73.30273438,65.25775909,77.05027771,37.77823639,56.22544098,87.13059998,87.13059998
2022/5/19,3900.790039,127.521843,31.21971321,122.1521683,139.1229248,73.03364563,65.12120056,77.59501648,37.70617294,56.14781952,86.35009766,86.35009766
2022/5/20,3901.360107,127.8046417,31.16291046,123.6383286,136.698761,73.34757996,65.3032608,77.40717316,38.14754486,56.29336548,85.41731262,85.41731262
2022/5/23,3973.75,130.7398834,32.17580795,124.7243805,137.7210083,75.28509521,66.08609009,78.82533264,38.64297104,57.13746643,86.8164978,86.8164978
2022/5/24,3941.47998,128.7993011,32.10954285,125.0959396,134.1772156,75.57213593,67.4059906,78.37451935,39.09336472,55.10966492,86.7689209,86.7689209
2022/5/25,3978.72998,130.3010712,32.36512756,125.0578308,137.9644012,77.13293457,67.36048126,78.72201538,39.30953979,55.84705353,87.27338409,87.27338409
2022/5/26,4057.840088,133.4313202,33.11296463,125.5913239,144.7306824,77.98506927,67.55163574,80.16835022,39.26450348,57.20537567,89.0437851,89.0437851
2022/5/27,4158.240234,137.9463196,33.67147827,127.6777115,149.6958771,79.41130066,68.60755157,82.04671478,40.37245178,58.42788696,90.87129211,90.87129211
2022/5/31,4132.149902,136.9614258,33.57681656,125.9724045,150.4552612,78.21827698,67.66086578,80.79760742,39.8319931,58.38907623,90.13837433,90.13837433
2022/6/1,4101.22998,136.5518341,33.03723907,124.1623077,148.8878174,79.49203491,67.55163574,79.98990631,39.39962769,57.71961594,89.5863266,89.5863266
2022/6/2,4176.819824,139.8576355,33.49161148,125.1435852,153.4441376,79.24086761,68.00678253,82.19698334,39.99412918,59.12645721,91.29960632,91.29960632
2022/6/3,4108.540039,136.5128479,33.00883102,123.6764526,148.9560089,80.29035187,67.67907715,81.39868927,39.48969269,57.84574509,90.94744873,90.94744873
2022/6/6,4121.430176,136.522583,33.10349655,123.6955032,150.4455566,80.20066833,67.97946167,82.16881561,39.37258911,58.13681412,91.32817841,91.32817841
2022/6/7,4160.680176,138.1510925,33.35908508,125.3055038,150.0756226,82.59564209,68.38908386,82.76049042,39.8319931,58.55401993,92.55603027,92.55603027
2022/6/8,4115.77002,136.5908508,32.77217484,124.3147507,149.1896515,82.7750473,67.05097961,81.04180145,38.87717056,58.39878464,90.8808136,90.8808136
